patient,seed,depth,training_ratio,kernel_size,pi_rmse,mu_rmse,sigma_rmse
patient_3,777,149,0.1,11,0.045640603,0.022744484,0.013667833
patient_3,777,149,0.5,9,0.030926676,0.01783658,0.0121433
patient_3,777,149,1,9,0.025655236,0.016804103,0.011786426
patient_3,778,149,0.01,17,0.0739837,0.039614167,0.020792877
patient_3,778,149,0.1,11,0.045575026,0.022631139,0.013660249
patient_3,778,149,0.5,9,0.03082307,0.017637238,0.012170326
patient_3,778,149,1,9,0.024574673,0.015164167,0.01080265
patient_3,779,149,0.01,17,0.07395024,0.04158014,0.022820009
patient_3,779,149,0.1,11,0.045593053,0.022913335,0.013850029
patient_3,779,149,0.5,9,0.030280888,0.016616436,0.011440384
patient_3,779,149,1,9,0.024598695,0.01523774,0.010917724
patient_3,780,149,0.01,17,0.07399189,0.041448526,0.02272195
patient_3,780,149,0.1,11,0.045500673,0.022654792,0.013782249
patient_3,780,149,0.5,9,0.03023631,0.016670978,0.011405217
patient_3,780,149,1,9,0.023716005,0.01291607,0.008126081
patient_3,781,149,0.01,17,0.07412872,0.041119877,0.022906398
patient_3,781,149,0.1,11,0.045350894,0.022138763,0.01339928
patient_3,781,149,0.5,9,0.03013861,0.01645642,0.011466758
patient_3,781,149,1,9,0.024628578,0.015183213,0.010828288
patient_3,782,149,0.01,17,0.074145064,0.041312624,0.02294132
patient_3,782,149,0.1,11,0.045460533,0.022256337,0.013441373
patient_3,782,149,0.5,9,0.030199293,0.016467763,0.01142891
patient_3,782,149,1,9,0.024628809,0.015235595,0.010832928
patient_3,783,149,0.01,17,0.0739855,0.04146097,0.022958696
patient_3,783,149,0.1,11,0.045547,0.022519277,0.013593715
patient_3,783,149,0.5,9,0.030171936,0.016444715,0.011527005
patient_3,783,149,1,9,0.0246193,0.015201022,0.010909779
patient_3,784,149,0.01,17,0.07407815,0.0410931,0.02306728
patient_3,784,149,0.1,11,0.045538425,0.022608766,0.01383635
patient_3,784,149,0.5,9,0.030292906,0.016681714,0.011384469
patient_3,784,149,1,9,0.024640791,0.015251667,0.010845327
patient_3,785,149,0.01,17,0.07371894,0.04175259,0.022928745
patient_3,785,149,0.1,11,0.045531254,0.022819865,0.0137203
patient_3,785,149,0.5,9,0.030891415,0.017708575,0.012105977
patient_3,785,149,1,9,0.024725316,0.015311924,0.010853694
patient_3,786,149,0.01,17,0.07431353,0.041547175,0.022839343
patient_3,786,149,0.1,11,0.045571472,0.022874143,0.013889065
patient_3,786,149,0.5,9,0.03023317,0.016568966,0.011485632
patient_3,786,149,1,9,0.02464629,0.015263668,0.010908487
patient_3,787,149,0.01,17,0.07400489,0.041203238,0.023145596
patient_3,787,149,0.1,11,0.04552935,0.022779781,0.013783726
patient_3,787,149,0.5,9,0.030850824,0.017706104,0.012195809
patient_3,787,149,1,9,0.023691233,0.012868146,0.008101197
patient_3,788,149,0.01,17,0.07427998,0.041584697,0.023208745
patient_3,788,149,0.1,11,0.04566545,0.022756474,0.013708142
patient_3,788,149,0.5,9,0.029386695,0.014168341,0.008783296
patient_3,788,149,1,9,0.024600567,0.015214972,0.010822361
patient_3,789,149,0.01,17,0.07377939,0.03957205,0.020745145
patient_3,789,149,0.1,11,0.045483477,0.02215887,0.01341812
patient_3,789,149,0.5,9,0.030303422,0.016628526,0.011398702
patient_3,789,149,1,9,0.024626357,0.015250692,0.010837245
patient_3,790,149,0.01,17,0.07399509,0.041485827,0.023176774
patient_3,790,149,0.1,11,0.04564315,0.022893367,0.013809894
patient_3,790,149,0.5,9,0.03023073,0.016502243,0.011365414
patient_3,790,149,1,9,0.024652949,0.015293596,0.010812814
patient_3,791,149,0.01,17,0.07387618,0.041549537,0.022892188
patient_3,791,149,0.1,11,0.045757264,0.022733608,0.013635063
patient_3,791,149,0.5,9,0.030970687,0.017702982,0.012169805
patient_3,791,149,1,9,0.023693522,0.012832441,0.00805967
patient_3,792,149,0.01,17,0.07379171,0.04160118,0.022846652
patient_3,792,149,0.1,11,0.045626022,0.02276518,0.013697614
patient_3,792,149,0.5,9,0.030347437,0.01664185,0.011416314
patient_3,792,149,1,9,0.02463363,0.015244082,0.010810426
patient_3,793,149,0.01,17,0.07428885,0.041767865,0.023322418
patient_3,793,149,0.1,11,0.045541953,0.022724848,0.013770454
patient_3,793,149,0.5,9,0.030205566,0.016527519,0.011489361
patient_3,793,149,1,9,0.024673643,0.015267342,0.010868732
patient_3,794,149,0.01,17,0.07396996,0.04175333,0.0231536
patient_3,794,149,0.1,11,0.04563889,0.022777215,0.013707998
patient_3,794,149,0.5,9,0.03092006,0.01766755,0.012194996
patient_3,794,149,1,9,0.025660768,0.0167717,0.011863508
patient_3,795,149,0.01,17,0.074521855,0.041600395,0.022837767
patient_3,795,149,0.1,11,0.045612805,0.022892268,0.013796262
patient_3,795,149,0.5,9,0.03029859,0.01664803,0.011488344
patient_3,795,149,1,9,0.024654927,0.015231289,0.010875239
patient_3,796,149,0.01,17,0.073569715,0.04139804,0.023136798
patient_3,796,149,0.1,11,0.045370404,0.022321416,0.013365855
patient_3,796,149,0.5,9,0.030248947,0.016636666,0.011516714
patient_3,796,149,1,9,0.024617262,0.015205758,0.010899207
patient_3,797,149,0.01,17,0.07410395,0.041583426,0.023132363
patient_3,797,149,0.1,11,0.045587827,0.022791266,0.013642435
patient_3,797,149,0.5,9,0.030261995,0.016570449,0.01145195
patient_3,797,149,1,9,0.023706673,0.012848791,0.008079645
patient_3,798,149,0.01,17,0.07369389,0.039752968,0.02105483
patient_3,798,149,0.1,11,0.04550901,0.022723895,0.013733001
patient_3,798,149,0.5,9,0.029459542,0.014217019,0.008806424
patient_3,798,149,1,9,0.02460015,0.015166971,0.010774427
patient_3,799,149,0.01,17,0.074146,0.04139208,0.023075713
patient_3,799,149,0.1,11,0.045575656,0.02275515,0.013673098
patient_3,799,149,0.5,9,0.030151293,0.01652682,0.011427937
patient_3,799,149,1,9,0.024549825,0.015188436,0.010876659
patient_3,800,149,0.01,17,0.07386805,0.04154604,0.023000114
patient_3,800,149,0.1,11,0.04540303,0.022191236,0.013516467
patient_3,800,149,0.5,9,0.030232672,0.016494928,0.011445736
patient_3,800,149,1,9,0.02465684,0.0152702,0.010838266
patient_3,801,149,0.01,17,0.074333474,0.041645184,0.023299305
patient_3,801,149,0.1,11,0.045506217,0.022299265,0.013409514
patient_3,801,149,0.5,9,0.03021042,0.01652135,0.011487693
patient_3,801,149,1,9,0.023726003,0.012891487,0.008105197
patient_3,802,149,0.01,17,0.07381269,0.04143283,0.023002619
patient_3,802,149,0.1,11,0.045644704,0.022782603,0.013615726
patient_3,802,149,0.5,9,0.030265374,0.016582979,0.011400712
patient_3,802,149,1,9,0.023711681,0.012904516,0.008115944
patient_3,803,149,0.01,17,0.074173845,0.04171451,0.0230964
patient_3,803,149,0.1,11,0.045514658,0.022224495,0.013494414
patient_3,803,149,0.5,9,0.030229673,0.016485706,0.011441976
patient_3,803,149,1,9,0.024584062,0.015188504,0.010827994
patient_3,804,149,0.01,17,0.07466362,0.04168699,0.023225805
patient_3,804,149,0.1,11,0.045463197,0.022209132,0.0134973
patient_3,804,149,0.5,9,0.030343918,0.016654577,0.011492488
patient_3,804,149,1,9,0.024667293,0.015285825,0.010876435
patient_3,805,149,0.01,17,0.074154295,0.04126239,0.02281014
patient_3,805,149,0.1,11,0.045353323,0.02214072,0.01341947
patient_3,805,149,0.5,9,0.030228417,0.01650031,0.011513364
patient_3,805,149,1,9,0.024644664,0.015254075,0.010816759
patient_3,806,149,0.01,17,0.07418714,0.041678876,0.02315826
patient_3,806,149,0.1,11,0.045598585,0.022880968,0.01387364
patient_3,806,149,0.5,9,0.030955244,0.017821193,0.012163638
patient_3,806,149,1,9,0.023706969,0.012840166,0.008076732
patient_3,807,149,0.01,17,0.07418924,0.041382223,0.022761067
patient_3,807,149,0.1,11,0.04557266,0.022791581,0.013712649
patient_3,807,149,0.5,9,0.030914366,0.017736461,0.012208144
patient_3,807,149,1,9,0.024604352,0.015220637,0.010881646
patient_3,808,149,0.01,17,0.07408914,0.04147495,0.022773055
patient_3,808,149,0.1,11,0.045679703,0.022805968,0.013721606
patient_3,808,149,0.5,9,0.030258106,0.01651169,0.011433515
patient_3,808,149,1,9,0.024583664,0.015178765,0.010853816
patient_3,809,149,0.01,17,0.07396245,0.041370753,0.02300307
patient_3,809,149,0.1,11,0.04564619,0.022849185,0.013806331
patient_3,809,149,0.5,9,0.030165987,0.016474387,0.011510322
patient_3,809,149,1,9,0.023690373,0.012833514,0.008051897
patient_3,810,149,0.01,17,0.07375945,0.041540284,0.023063803
patient_3,810,149,0.1,11,0.045654483,0.02284192,0.013742794
patient_3,810,149,0.5,9,0.030251503,0.016578902,0.011492377
patient_3,810,149,1,9,0.024621142,0.015244558,0.010885797
patient_3,811,149,0.01,17,0.07374598,0.041673377,0.023111708
patient_3,811,149,0.1,11,0.045258164,0.022113593,0.013358425
patient_3,811,149,0.5,9,0.030265855,0.016647162,0.011426531
patient_3,811,149,1,9,0.023669746,0.012805976,0.008028762
patient_3,812,149,0.01,17,0.07420557,0.041449383,0.023001727
patient_3,812,149,0.1,11,0.045495756,0.022106366,0.013497036
patient_3,812,149,0.5,9,0.03014865,0.016466321,0.011447351
patient_3,812,149,1,9,0.024630662,0.015256926,0.010820899
patient_3,813,149,0.01,17,0.07398822,0.04150904,0.022862338
patient_3,813,149,0.1,11,0.04572128,0.022880739,0.013708174
patient_3,813,149,0.5,9,0.030184599,0.01649416,0.011410095
patient_3,813,149,1,9,0.024626581,0.01521084,0.0108071
patient_3,814,149,0.01,17,0.07384016,0.041425247,0.02306848
patient_3,814,149,0.1,11,0.045355704,0.022251967,0.013381778
patient_3,814,149,0.5,9,0.030900182,0.017745933,0.012084005
patient_3,814,149,1,9,0.024647897,0.015267031,0.010807561
patient_3,815,149,0.01,17,0.0740157,0.041675143,0.02293326
patient_3,815,149,0.1,11,0.045551714,0.02269783,0.013825684
patient_3,815,149,0.5,9,0.030241668,0.016604705,0.011535688
patient_3,815,149,1,9,0.024694508,0.015312191,0.010817386
patient_3,816,149,0.01,17,0.07362061,0.041381333,0.023022683
patient_3,816,149,0.1,11,0.045578215,0.022769,0.013772328
patient_3,816,149,0.5,9,0.030894268,0.017776867,0.012143403
patient_3,816,149,1,9,0.024600547,0.015211105,0.010819913
patient_3,817,149,0.01,17,0.073870815,0.041620098,0.022882447
patient_3,817,149,0.1,11,0.04545998,0.022263186,0.013447534
patient_3,817,149,0.5,9,0.030873083,0.017717874,0.012179125
patient_3,817,149,1,9,0.024611149,0.01520848,0.010894461
patient_3,818,149,0.01,17,0.0741589,0.041490354,0.023136355
patient_3,818,149,0.1,11,0.04559131,0.0228702,0.01378477
patient_3,818,149,0.5,9,0.030899672,0.017770698,0.012202855
patient_3,818,149,1,9,0.024642546,0.015279675,0.010851405
patient_3,819,149,0.01,17,0.073673084,0.04161075,0.02320515
patient_3,819,149,0.1,11,0.045291238,0.022239862,0.013443574
patient_3,819,149,0.5,9,0.030235149,0.016548825,0.011549369
patient_3,819,149,1,9,0.024640206,0.015236226,0.010814786
patient_3,820,149,0.01,17,0.07389396,0.04152682,0.022988083
patient_3,820,149,0.1,11,0.04555864,0.022911206,0.013853118
patient_3,820,149,0.5,9,0.030221304,0.016500426,0.011453658
patient_3,820,149,1,9,0.023699947,0.01286773,0.008100284
patient_3,821,149,0.01,17,0.07409446,0.041494634,0.02311481
patient_3,821,149,0.1,11,0.045581676,0.02291936,0.013783973
patient_3,821,149,0.5,9,0.029388841,0.01422114,0.008822401
patient_3,821,149,1,9,0.023712084,0.012906967,0.00810065
patient_3,822,149,0.01,17,0.07389271,0.041452073,0.023159219
patient_3,822,149,0.1,11,0.045578506,0.022758812,0.01380072
patient_3,822,149,0.5,9,0.030243637,0.016576307,0.011425147
patient_3,822,149,1,9,0.024618866,0.015216265,0.010808011
patient_3,823,149,0.01,17,0.073954746,0.041496053,0.02319352
patient_3,823,149,0.1,11,0.045606174,0.022752717,0.013662
patient_3,823,149,0.5,9,0.030237539,0.016589865,0.011444824
patient_3,823,149,1,9,0.024638535,0.015233169,0.01091647
patient_3,824,149,0.01,17,0.07425357,0.04151887,0.022984475
patient_3,824,149,0.1,11,0.04557779,0.022778617,0.013713513
patient_3,824,149,0.5,9,0.030270098,0.016586056,0.011453273
patient_3,824,149,1,9,0.023692654,0.012836453,0.008061186
patient_3,825,149,0.01,17,0.07375398,0.041788913,0.023111377
patient_3,825,149,0.1,11,0.045553587,0.022778422,0.013738602
patient_3,825,149,0.5,9,0.030187214,0.016635517,0.011574286
patient_3,825,149,1,9,0.02370377,0.012875046,0.008121103
patient_3,826,149,0.01,17,0.07437429,0.041522816,0.02302305
patient_3,826,149,0.1,11,0.045464553,0.022722363,0.013812389
patient_3,826,149,0.5,9,0.030878289,0.017745614,0.012134853
patient_3,826,149,1,9,0.025573,0.016681382,0.011845869
patient_3,827,149,0.01,17,0.073855855,0.041687496,0.022642665
patient_3,827,149,0.1,11,0.045413066,0.022109907,0.013430701
patient_3,827,149,0.5,9,0.029498775,0.014213493,0.008820267
patient_3,827,149,1,9,0.023726014,0.012886884,0.008095779
patient_3,828,149,0.01,17,0.07409989,0.041338015,0.023000274
patient_3,828,149,0.1,11,0.045701664,0.022829162,0.013787296
patient_3,828,149,0.5,9,0.030212669,0.016603058,0.011516744
patient_3,828,149,1,9,0.023686914,0.012857907,0.008059456
patient_3,829,149,0.01,17,0.07446426,0.041430335,0.023107579
patient_3,829,149,0.1,11,0.04557403,0.022807196,0.013808465
patient_3,829,149,0.5,9,0.029478064,0.014279986,0.00891187
patient_3,829,149,1,9,0.024655225,0.015248721,0.010818476
patient_3,830,149,0.01,17,0.07425122,0.041594133,0.023201257
patient_3,830,149,0.1,11,0.045298386,0.022050653,0.013447502
patient_3,830,149,0.5,9,0.030233977,0.016478142,0.011500341
patient_3,830,149,1,9,0.024650598,0.015216161,0.010881879
patient_3,831,149,0.01,17,0.07419339,0.042001862,0.023507882
patient_3,831,149,0.1,11,0.045554865,0.023009539,0.013781501
patient_3,831,149,0.5,9,0.030867131,0.017764827,0.012161255
patient_3,831,149,1,9,0.025618967,0.016778277,0.011785492
patient_3,832,149,0.01,17,0.07362159,0.041585326,0.022821765
patient_3,832,149,0.1,11,0.045644518,0.022925928,0.013779473
patient_3,832,149,0.5,9,0.030207098,0.016579991,0.011478425
patient_3,832,149,1,9,0.023690127,0.012833077,0.008087511
patient_3,833,149,0.01,17,0.07427934,0.041497946,0.02326424
patient_3,833,149,0.1,11,0.045872603,0.022838553,0.01369184
patient_3,833,149,0.5,9,0.030794904,0.017635876,0.012178579
patient_3,833,149,1,9,0.025592905,0.016753824,0.011828181
patient_3,834,149,0.01,17,0.07408509,0.04147036,0.023027861
patient_3,834,149,0.1,11,0.045507792,0.0225503,0.013645917
patient_3,834,149,0.5,9,0.030203596,0.016621582,0.011499854
patient_3,834,149,1,9,0.024630532,0.015246346,0.010790667
patient_3,835,149,0.01,17,0.074249946,0.04178678,0.023198418
patient_3,835,149,0.1,11,0.0455897,0.022893088,0.013806346
patient_3,835,149,0.5,9,0.030187748,0.016540257,0.011535945
patient_3,835,149,1,9,0.023671824,0.012836659,0.008086382
patient_3,836,149,0.01,17,0.07386401,0.04156659,0.023112638
patient_3,836,149,0.1,11,0.045597125,0.02277257,0.013770956
patient_3,836,149,0.5,9,0.030281672,0.016581142,0.011384562
patient_3,836,149,1,9,0.023669824,0.012795817,0.00805365
patient_3,837,149,0.01,17,0.07408514,0.041546933,0.022706356
patient_3,837,149,0.1,11,0.045762997,0.022827147,0.013782313
patient_3,837,149,0.5,9,0.030895494,0.017720984,0.012198319
patient_3,837,149,1,9,0.02372379,0.012897398,0.008104787
patient_3,838,149,0.01,17,0.07413546,0.0418107,0.022999732
patient_3,838,149,0.1,11,0.04558827,0.022869166,0.013790854
patient_3,838,149,0.5,9,0.030206269,0.016482214,0.011558478
patient_3,838,149,1,9,0.0245957,0.015197571,0.010885811
patient_3,839,149,0.01,17,0.07406508,0.04201808,0.023131328
patient_3,839,149,0.1,11,0.045384184,0.02225093,0.013425857
patient_3,839,149,0.5,9,0.0302795,0.016565237,0.011461132
patient_3,839,149,1,9,0.02373189,0.012881398,0.008137922
patient_3,840,149,0.01,17,0.074282005,0.04140683,0.023090623
patient_3,840,149,0.1,11,0.045651108,0.022803381,0.013757327
patient_3,840,149,0.5,9,0.030846803,0.01767594,0.012210011
patient_3,840,149,1,9,0.024668787,0.015290928,0.010887333
patient_3,841,149,0.01,17,0.0742907,0.04156397,0.022695597
patient_3,841,149,0.1,11,0.04563065,0.02286386,0.013730209
patient_3,841,149,0.5,9,0.030244306,0.0166167,0.011468046
patient_3,841,149,1,9,0.024666104,0.015261268,0.010857114
patient_3,842,149,0.01,17,0.07393905,0.041638184,0.023190739
patient_3,842,149,0.1,11,0.04527729,0.02205882,0.013395712
patient_3,842,149,0.5,9,0.030235108,0.016560044,0.011410618
patient_3,842,149,1,9,0.023657754,0.012790245,0.00801062
patient_3,843,149,0.01,17,0.07371965,0.04134139,0.023103744
patient_3,843,149,0.1,11,0.045608845,0.022727665,0.013855629
patient_3,843,149,0.5,9,0.030192237,0.016463991,0.011478445
patient_3,843,149,1,9,0.02460442,0.015214472,0.010814814
patient_3,844,149,0.01,17,0.07375192,0.04116753,0.022583934
patient_3,844,149,0.1,11,0.045471277,0.022662075,0.013785268
patient_3,844,149,0.5,9,0.02948982,0.014216807,0.008843866
patient_3,844,149,1,9,0.024685876,0.015305466,0.010826482
patient_3,845,149,0.01,17,0.07413287,0.041364938,0.022925014
patient_3,845,149,0.1,11,0.045602992,0.022729384,0.013753069
patient_3,845,149,0.5,9,0.030241702,0.016544217,0.011486921
patient_3,845,149,1,9,0.023675224,0.012817762,0.008065019
patient_3,846,149,0.01,17,0.074496746,0.041509535,0.02327987
patient_3,846,149,0.1,11,0.045364194,0.022241767,0.013446329
patient_3,846,149,0.5,9,0.030279668,0.01662906,0.011472273
patient_3,846,149,1,9,0.024652539,0.015296293,0.010884899
patient_3,847,149,0.01,17,0.073783405,0.041494977,0.0229689
patient_3,847,149,0.1,11,0.04566882,0.022749938,0.013774649
patient_3,847,149,0.5,9,0.030826533,0.017691594,0.012201512
patient_3,847,149,1,9,0.02561895,0.016745107,0.011831786
patient_3,848,149,0.01,17,0.07422062,0.041552152,0.022987226
patient_3,848,149,0.1,11,0.045546856,0.022932634,0.013855548
patient_3,848,149,0.5,9,0.030279469,0.01654653,0.011463764
patient_3,848,149,1,9,0.024692636,0.015274685,0.010839711
patient_3,849,149,0.01,17,0.07418173,0.041349202,0.022801012
patient_3,849,149,0.1,11,0.045249887,0.022108285,0.013372378
patient_3,849,149,0.5,9,0.030185172,0.016590353,0.011414724
patient_3,849,149,1,9,0.02457864,0.015224458,0.010838924
patient_3,850,149,0.01,17,0.07406667,0.041551404,0.022976173
patient_3,850,149,0.1,11,0.04562282,0.022803215,0.013705762
patient_3,850,149,0.5,9,0.030239522,0.016552348,0.011450031
patient_3,850,149,1,9,0.024611926,0.015221559,0.010834884
patient_3,851,149,0.01,17,0.073868774,0.041369397,0.022961106
patient_3,851,149,0.1,11,0.045685682,0.022635046,0.013777369
patient_3,851,149,0.5,9,0.030210244,0.016516715,0.011469991
patient_3,851,149,1,9,0.023718353,0.012847438,0.008091456
patient_3,852,149,0.01,17,0.074291155,0.041745245,0.02302975
patient_3,852,149,0.1,11,0.045496665,0.022353316,0.013535129
patient_3,852,149,0.5,9,0.030221324,0.016592927,0.01151226
patient_3,852,149,1,9,0.02461588,0.015240036,0.010850458
patient_3,853,149,0.01,17,0.07430291,0.041657083,0.02313656
patient_3,853,149,0.1,11,0.04569785,0.022814266,0.013742385
patient_3,853,149,0.5,9,0.030232681,0.016584259,0.011422521
patient_3,853,149,1,9,0.024624987,0.015237642,0.010836559
patient_3,854,149,0.01,17,0.07383544,0.041438475,0.023373507
patient_3,854,149,0.1,11,0.04566315,0.022825573,0.013663676
patient_3,854,149,0.5,9,0.030917274,0.017723488,0.012114148
patient_3,854,149,1,9,0.024665507,0.015270681,0.010777078
patient_3,855,149,0.01,17,0.07449727,0.041979935,0.022957562
patient_3,855,149,0.1,11,0.045510743,0.022642797,0.013759668
patient_3,855,149,0.5,9,0.030255912,0.01662003,0.011500486
patient_3,855,149,1,9,0.02466556,0.015285186,0.010903787
patient_3,856,149,0.01,17,0.07361923,0.04169565,0.023024641
patient_3,856,149,0.1,11,0.045573976,0.02264564,0.013821851
patient_3,856,149,0.5,9,0.03026601,0.016592985,0.011472479
patient_3,856,149,1,9,0.023693515,0.012829759,0.008068802
patient_3,857,149,0.01,17,0.07385664,0.041761786,0.023154197
patient_3,857,149,0.1,11,0.04553962,0.022934612,0.013881894
patient_3,857,149,0.5,9,0.030914703,0.017773867,0.012157804
patient_3,857,149,1,9,0.02464029,0.015241645,0.010853864
patient_3,858,149,0.01,17,0.074220076,0.041780308,0.023179587
patient_3,858,149,0.1,11,0.045545444,0.022805668,0.013788927
patient_3,858,149,0.5,9,0.029499704,0.014262852,0.008838313
patient_3,858,149,1,9,0.023723453,0.012908896,0.008115104
patient_3,859,149,0.01,17,0.07398392,0.041536607,0.023003453
patient_3,859,149,0.1,11,0.045548778,0.022729112,0.013755166
patient_3,859,149,0.5,9,0.030151883,0.016479593,0.011456592
patient_3,859,149,1,9,0.02456704,0.015158574,0.010877975
patient_3,860,149,0.01,17,0.07441777,0.04167023,0.023314433
patient_3,860,149,0.1,11,0.045767646,0.022973489,0.013803309
patient_3,860,149,0.5,9,0.030805143,0.017714655,0.012229258
patient_3,860,149,1,9,0.024630865,0.01520709,0.010891245
patient_3,861,149,0.01,17,0.074401535,0.041828617,0.022852981
patient_3,861,149,0.1,11,0.045559086,0.022776244,0.013717356
patient_3,861,149,0.5,9,0.03024279,0.0165196,0.011431663
patient_3,861,149,1,9,0.024657354,0.015243945,0.010842759
patient_3,862,149,0.01,17,0.07393803,0.041518044,0.023075843
patient_3,862,149,0.1,11,0.045566935,0.022858083,0.013815154
patient_3,862,149,0.5,9,0.030892083,0.017668739,0.01216238
patient_3,862,149,1,9,0.023695229,0.012835881,0.008083236
patient_3,863,149,0.01,17,0.07395579,0.04152665,0.023021525
patient_3,863,149,0.1,11,0.045635376,0.022756524,0.01372561
patient_3,863,149,0.5,9,0.030901086,0.017759923,0.012153867
patient_3,863,149,1,9,0.024675854,0.015330013,0.010826151
patient_3,864,149,0.01,17,0.07396933,0.041176494,0.022795731
patient_3,864,149,0.1,11,0.04543206,0.022152742,0.013439653
patient_3,864,149,0.5,9,0.0301678,0.016553452,0.011464149
patient_3,864,149,1,9,0.024643708,0.015243308,0.010818978
patient_3,865,149,0.01,17,0.07388626,0.041527998,0.022877451
patient_3,865,149,0.1,11,0.04560034,0.022638457,0.013564238
patient_3,865,149,0.5,9,0.030807972,0.017788997,0.012195559
patient_3,865,149,1,9,0.024632474,0.015287268,0.010852756
patient_3,866,149,0.01,17,0.074147925,0.041616745,0.023194846
patient_3,866,149,0.1,11,0.0455004,0.022614427,0.01370511
patient_3,866,149,0.5,9,0.030206814,0.016522981,0.01149538
patient_3,866,149,1,9,0.024636062,0.015210162,0.010905648
patient_3,867,149,0.01,17,0.0740834,0.04189322,0.023260392
patient_3,867,149,0.1,11,0.045424264,0.022323802,0.013527005
patient_3,867,149,0.5,9,0.030272719,0.016699007,0.011418819
patient_3,867,149,1,9,0.024655407,0.015319611,0.010850885
patient_3,868,149,0.01,17,0.07386271,0.04103616,0.023133555
patient_3,868,149,0.1,11,0.04557906,0.022725174,0.013733703
patient_3,868,149,0.5,9,0.030227305,0.0164637,0.011453474
patient_3,868,149,1,9,0.023701895,0.01285452,0.008061115
patient_3,869,149,0.01,17,0.07394281,0.04190071,0.02336255
patient_3,869,149,0.1,11,0.045595728,0.022749986,0.013753159
patient_3,869,149,0.5,9,0.0302075,0.016549477,0.011393307
patient_3,869,149,1,9,0.024616329,0.01520814,0.010838404
patient_3,870,149,0.01,17,0.073683545,0.04138322,0.023280121
patient_3,870,149,0.1,11,0.045647886,0.022714686,0.013805375
patient_3,870,149,0.5,9,0.03024173,0.016585847,0.011528802
patient_3,870,149,1,9,0.024679827,0.015291837,0.010871642
patient_3,871,149,0.01,17,0.07377748,0.039883036,0.020930933
patient_3,871,149,0.1,11,0.045646597,0.022852592,0.013752
patient_3,871,149,0.5,9,0.03021557,0.016536865,0.011414893
patient_3,871,149,1,9,0.023717366,0.012875771,0.008100171
patient_3,872,149,0.01,17,0.073725946,0.041310698,0.022933463
patient_3,872,149,0.1,11,0.045573074,0.023108302,0.013730229
patient_3,872,149,0.5,9,0.029431034,0.014249989,0.008818101
patient_3,872,149,1,9,0.02465029,0.01528213,0.010744084
patient_3,873,149,0.01,17,0.07413561,0.04181802,0.02337296
patient_3,873,149,0.1,11,0.045735072,0.022954635,0.013765505
patient_3,873,149,0.5,9,0.029401373,0.01417343,0.008815186
patient_3,873,149,1,9,0.024647713,0.015270155,0.010862403
patient_3,874,149,0.01,17,0.07418409,0.04137118,0.023074012
patient_3,874,149,0.1,11,0.04557976,0.022731213,0.013801651
patient_3,874,149,0.5,9,0.030170899,0.016523222,0.011467242
patient_3,874,149,1,9,0.024650833,0.015260501,0.010883162
patient_3,875,149,0.01,17,0.07408045,0.041353196,0.02288147
patient_3,875,149,0.1,11,0.04563659,0.02263475,0.01377562
patient_3,875,149,0.5,9,0.03079951,0.017628621,0.012192558
patient_3,875,149,1,9,0.024592802,0.015155615,0.010811702
patient_3,876,149,0.01,17,0.073913,0.041253205,0.0229798
patient_3,876,149,0.1,11,0.04557218,0.022781331,0.013763558
patient_3,876,149,0.5,9,0.029445535,0.01417481,0.008827697
patient_3,876,149,1,9,0.024607878,0.015173048,0.010856382
patient_3,877,149,0.01,17,0.07374175,0.041651968,0.022887256
patient_3,877,149,0.1,11,0.045600068,0.022719793,0.013818771
patient_3,877,149,0.5,9,0.030938638,0.017805316,0.01208989
patient_3,877,149,1,9,0.025604296,0.016739562,0.011795622
patient_3,878,149,0.01,17,0.07375725,0.041541684,0.02289508
patient_3,878,149,0.1,11,0.045657877,0.022695689,0.013622594
patient_3,878,149,0.5,9,0.030810565,0.017704358,0.012126775
patient_3,878,149,1,9,0.02560261,0.016763506,0.011792664
patient_3,879,149,0.01,17,0.07417472,0.039498083,0.02094805
patient_3,879,149,0.1,11,0.045337252,0.022321884,0.013435272
patient_3,879,149,0.5,9,0.030179802,0.016474644,0.011450646
patient_3,879,149,1,9,0.02467184,0.015306143,0.010805073
patient_3,880,149,0.01,17,0.073529884,0.04140113,0.022893943
patient_3,880,149,0.1,11,0.045174193,0.022141661,0.013568826
patient_3,880,149,0.5,9,0.030138982,0.0165182,0.011426847
patient_3,880,149,1,9,0.024524046,0.015099423,0.010824191
patient_3,881,149,0.01,17,0.074203454,0.0415443,0.023180133
patient_3,881,149,0.1,11,0.045566674,0.022836668,0.013806452
patient_3,881,149,0.5,9,0.029350812,0.014181918,0.008831818
patient_3,881,149,1,9,0.023685582,0.012849576,0.008081696
patient_3,882,149,0.01,17,0.07382485,0.04148452,0.02293133
patient_3,882,149,0.1,11,0.04568798,0.022742111,0.013766984
patient_3,882,149,0.5,9,0.030913789,0.017790347,0.012191465
patient_3,882,149,1,9,0.024656206,0.01530581,0.010882794
patient_3,883,149,0.01,17,0.073953085,0.039507985,0.020706262
patient_3,883,149,0.1,11,0.045703653,0.022956477,0.013842639
patient_3,883,149,0.5,9,0.030209,0.01650797,0.011507831
patient_3,883,149,1,9,0.023692144,0.012847128,0.008075548
patient_3,884,149,0.01,17,0.073899,0.04148684,0.022991303
patient_3,884,149,0.1,11,0.045671914,0.022656124,0.013730671
